timestamp,breathing_waveform
1630679190722,7422959
1630679190762,7422177
1630679190802,7422229
1630679190842,7423063
1630679190882,7422699
1630679190922,7422855
1630679190962,7422177
1630679191002,7422177
1630679191042,7421708
1630679191082,7421551
1630679191122,7421447
1630679191162,7420404
1630679191202,7419934
1630679191242,7419569
1630679191282,7419674
1630679191322,7418474
1630679191362,7417901
1630679191402,7417014
1630679191442,7417483
1630679191482,7415919
1630679191522,7415763
1630679191562,7414563
1630679191602,7414302
1630679191642,7413155
1630679191682,7413103
1630679191722,7412477
1630679191762,7411695
1630679191802,7411017
1630679191842,7411278
1630679191882,7411747
1630679191922,7412947
1630679191962,7412947
1630679192002,7413833
1630679192042,7414355
1630679192082,7416284
1630679192122,7418214
1630679192162,7420873
1630679192202,7421603
1630679192242,7422594
1630679192282,7424211
1630679192322,7424889
1630679192362,7425045
1630679192402,7424941
1630679192442,7425201
1630679192482,7425827
1630679192522,7426558
1630679192562,7427235
1630679192602,7428018
1630679192642,7429739
1630679192682,7430677
1630679192722,7432815
1630679192762,7433911
1630679192802,7434432
1630679192842,7434901
1630679192882,7436101
1630679192922,7435788
1630679192962,7435736
1630679193002,7436309
1630679193042,7436101
1630679193082,7435892
1630679193122,7435527
1630679193162,7434901
1630679193202,7433858
1630679193242,7434693
1630679193282,7433650
1630679193322,7433545
1630679193362,7433389
1630679193402,7434067
1630679193442,7434171
1630679193482,7433128
1630679193522,7432190
1630679193562,7431251
1630679193602,7429843
1630679193642,7429426
1630679193682,7428539
1630679193722,7427287
1630679193762,7428174
1630679193802,7426870
1630679193842,7425984
1630679193882,7425879
1630679193922,7426297
1630679193962,7427027
1630679194002,7426297
1630679194042,7426036
1630679194082,7425775
1630679194122,7425097
1630679194162,7425045
1630679194202,7425462
1630679194242,7425045
1630679194282,7425775
1630679194322,7425515
1630679194362,7425150
1630679194402,7424315
1630679194442,7424367
1630679194482,7424524
1630679194522,7425097
1630679194562,7426558
1630679194602,7429009
1630679194642,7429478
1630679194682,7431094
1630679194722,7431616
1630679194762,7432398
1630679194802,7432659
1630679194842,7432920
1630679194882,7435162
1630679194922,7436101
1630679194962,7436518
1630679195002,7436831
1630679195042,7437405
1630679195082,7437457
1630679195122,7437457
1630679195162,7436518
1630679195202,7436831
1630679195242,7436674
1630679195282,7435631
1630679195322,7434223
1630679195362,7432920
1630679195402,7432815
1630679195442,7431877
1630679195482,7431720
1630679195522,7432346
1630679195562,7433650
1630679195602,7434380
1630679195642,7436205
1630679195682,7437613
1630679195722,7437717
1630679195762,7435214
1630679195802,7431772
1630679195842,7428331
1630679195882,7426036
1630679195922,7423063
1630679195962,7420456
1630679196002,7418735
1630679196042,7418005
1630679196082,7417223
1630679196122,7416858
1630679196162,7415658
1630679196202,7415606
1630679196242,7414355
1630679196282,7414198
1630679196322,7413781
1630679196362,7413416
1630679196402,7413155
1630679196442,7412216
1630679196482,7411851
1630679196522,7410235
1630679196562,7410130
1630679196602,7410078
1630679196642,7410600
1630679196682,7411226
1630679196722,7412321
1630679196762,7413729
1630679196802,7414355
1630679196842,7415815
1630679196882,7415658
1630679196922,7417118
1630679196962,7418109
1630679197002,7419152
1630679197042,7419622
1630679197082,7420091
1630679197122,7420143
1630679197162,7422281
1630679197202,7422385
1630679197242,7423793
1630679197282,7423220
1630679197322,7424576
1630679197362,7425254
1630679197402,7426088
1630679197442,7426975
1630679197482,7427392
1630679197522,7427340
1630679197562,7428435
1630679197602,7428644
1630679197642,7429999
1630679197682,7430156
1630679197722,7430156
1630679197762,7430052
1630679197802,7429374
1630679197842,7428904
1630679197882,7428644
1630679197922,7428226
1630679197962,7427861
1630679198002,7427757
1630679198042,7426453
1630679198082,7425827
1630679198122,7425879
1630679198162,7425410
1630679198202,7424628
1630679198242,7423637
1630679198282,7423533
1630679198322,7422490
1630679198362,7421916
1630679198402,7421447
1630679198442,7420299
1630679198482,7418683
1630679198522,7418370
1630679198562,7416388
1630679198602,7414042
1630679198642,7412373
1630679198682,7411538
1630679198722,7411382
1630679198762,7410287
1630679198802,7409296
1630679198842,7410026
1630679198882,7409609
1630679198922,7409192
1630679198962,7409348
1630679199002,7408201
1630679199042,7408461
1630679199082,7408357
1630679199122,7408931
1630679199162,7410183
1630679199202,7412112
1630679199242,7414667
1630679199282,7416493
1630679199322,7417588
1630679199362,7419152
1630679199402,7420352
1630679199442,7421082
1630679199482,7422750
1630679199522,7423898
1630679199562,7424836
1630679199602,7426036
1630679199642,7428956
1630679199682,7429739
1630679199722,7430364
1630679199762,7430834
1630679199802,7430312
1630679199842,7430782
1630679199882,7429947
1630679199922,7429530
1630679199962,7429217
1630679200002,7428800
1630679200042,7428800
1630679200082,7428070
1630679200122,7427496
1630679200162,7426870
1630679200202,7426088
1630679200242,7425723
1630679200282,7426453
1630679200322,7426870
1630679200362,7426453
1630679200402,7425671
1630679200442,7424993
1630679200482,7423272
1630679200522,7423168
1630679200562,7421186
1630679200602,7421655
1630679200642,7420717
1630679200682,7420091
1630679200722,7420195
1630679200762,7420143
1630679200802,7419778
1630679200842,7419726
1630679200882,7418474
1630679200922,7418005
1630679200962,7417275
1630679201002,7416545
1630679201042,7416128
1630679201082,7415085
1630679201122,7414302
1630679201162,7413885
1630679201202,7413364
1630679201242,7413624
1630679201282,7413937
1630679201322,7414980
1630679201362,7415085
1630679201402,7415502
1630679201442,7414355
1630679201482,7416180
1630679201522,7418787
1630679201562,7420404
1630679201602,7422020
1630679201642,7423533
1630679201682,7424941
1630679201722,7425254
1630679201762,7426818
1630679201802,7428383
1630679201842,7430573
1630679201882,7432711
1630679201922,7434067
1630679201962,7437144
1630679202002,7439647
1630679202042,7443662
1630679202082,7448982
1630679202122,7456230
1630679202162,7463271
1630679202202,7468016
1630679202242,7472605
1630679202282,7476360
1630679202322,7479593
1630679202362,7483922
1630679202402,7486998
1630679202442,7492265
1630679202482,7495551
1630679202522,7496020
1630679202562,7496750
1630679202602,7501079
1630679202642,7512499
1630679202682,7525798
1630679202722,7532942
1630679202762,7537792
1630679202802,7541442
1630679202842,7546032
1630679202882,7555783
1630679202922,7570125
1630679202962,7580920
1630679203002,7574609
1630679203042,7567204
1630679203082,7560007
1630679203122,7548795
1630679203162,7537583
1630679203202,7531534
1630679203242,7522721
1630679203282,7515785
1630679203322,7509214
1630679203362,7506242
1630679203402,7505251
1630679203442,7505616
1630679203482,7500244
1630679203522,7491066
1630679203562,7481679
1630679203602,7469633
1630679203642,7460350
1630679203682,7454197
1630679203722,7450233
1630679203762,7447104
1630679203802,7444236
1630679203842,7442254
1630679203882,7440638
1630679203922,7438969
1630679203962,7438813
1630679204002,7441941
1630679204042,7441889
1630679204082,7439073
1630679204122,7437144
1630679204162,7435162
1630679204202,7434849
1630679204242,7434276
1630679204282,7433806
1630679204322,7433806
1630679204362,7433128
1630679204402,7434223
1630679204442,7436622
1630679204482,7439230
1630679204522,7440325
1630679204562,7440951
1630679204602,7441003
1630679204642,7440586
1630679204682,7440377
1630679204722,7440533
1630679204762,7440012
1630679204802,7439803
1630679204842,7439282
1630679204882,7438917
1630679204922,7437874
1630679204962,7437457
1630679205002,7436570
1630679205042,7436153
1630679205082,7435736
1630679205122,7436935
1630679205162,7437144
1630679205202,7438082
1630679205242,7438656
1630679205282,7439230
1630679205322,7439595
1630679205362,7439073
1630679205402,7438813
1630679205442,7438917
1630679205482,7439073
1630679205522,7438917
1630679205562,7438343
1630679205602,7438082
1630679205642,7438135
1630679205682,7437926
1630679205722,7437561
1630679205762,7436622
1630679205802,7435944
1630679205842,7435423
1630679205882,7434693
1630679205922,7434328
1630679205962,7434328
1630679206002,7433233
1630679206042,7433024
1630679206082,7432503
1630679206122,7431877
1630679206162,7431094
1630679206202,7430782
1630679206242,7430312
1630679206282,7429739
1630679206322,7429791
1630679206362,7429217
1630679206402,7429269
1630679206442,7428695
1630679206482,7428904
1630679206522,7428435
1630679206562,7427131
1630679206602,7427131
1630679206642,7427235
1630679206682,7426349
1630679206722,7425932
1630679206762,7425358
1630679206802,7425723
1630679206842,7425358
1630679206882,7425254
1630679206922,7425410
1630679206962,7424836
1630679207002,7424680
1630679207042,7424680
1630679207082,7423898
1630679207122,7423585
1630679207162,7423950
1630679207202,7423689
1630679207242,7424419
1630679207282,7424889
1630679207322,7425723
1630679207362,7426505
1630679207402,7428018
1630679207442,7429634
1630679207482,7431251
1630679207522,7431668
1630679207562,7434067
1630679207602,7434276
1630679207642,7435996
1630679207682,7437874
1630679207722,7438082
1630679207762,7439856
1630679207802,7441055
1630679207842,7442619
1630679207882,7443245
1630679207922,7445175
1630679207962,7446478
1630679208002,7447261
1630679208042,7448565
1630679208082,7448877
1630679208122,7449608
1630679208162,7449555
1630679208202,7450337
1630679208242,7449868
1630679208282,7449816
1630679208322,7448877
1630679208362,7448565
1630679208402,7447991
1630679208442,7446739
1630679208482,7445957
1630679208522,7446374
1630679208562,7446061
1630679208602,7444445
1630679208642,7443871
1630679208682,7442515
1630679208722,7442880
1630679208762,7442932
1630679208802,7442619
1630679208842,7442046
1630679208882,7441003
1630679208922,7439699
1630679208962,7440064
1630679209002,7439595
1630679209042,7438500
1630679209082,7438760
1630679209122,7437926
1630679209162,7437144
1630679209202,7436779
1630679209242,7436518
1630679209282,7436414
1630679209322,7434954
1630679209362,7435058
1630679209402,7434276
1630679209442,7433963
1630679209482,7433911
1630679209522,7433493
1630679209562,7433911
1630679209602,7433285
1630679209642,7433076
1630679209682,7433024
1630679209722,7432085
1630679209762,7431564
1630679209802,7431147
1630679209842,7430469
1630679209882,7430156
1630679209922,7430312
1630679209962,7430938
1630679210002,7429999
1630679210042,7429165
1630679210082,7429060
1630679210122,7429217
1630679210162,7429060
1630679210202,7428956
1630679210242,7429060
1630679210282,7428904
1630679210322,7428226
1630679210362,7427601
1630679210402,7426818
1630679210442,7426453
1630679210482,7426818
1630679210522,7426349
1630679210562,7426401
1630679210602,7426297
1630679210642,7426193
1630679210682,7425410
1630679210722,7425932
1630679210762,7425932
1630679210802,7425879
1630679210842,7425932
1630679210882,7425932
1630679210922,7426505
1630679210962,7424784
1630679211002,7424211
1630679211042,7424263
1630679211082,7424107
1630679211122,7424941
1630679211162,7423637
1630679211202,7424211
1630679211242,7423637
1630679211282,7423585
1630679211322,7423376
1630679211362,7423533
1630679211402,7424054
1630679211442,7423063
1630679211482,7424367
1630679211522,7423950
1630679211562,7423272
1630679211602,7423637
1630679211642,7423376
1630679211682,7422750
1630679211722,7422907
1630679211762,7423011
1630679211802,7423846
1630679211842,7423272
1630679211882,7423898
1630679211922,7424941
1630679211962,7425410
1630679212002,7427548
1630679212042,7428487
1630679212082,7429582
1630679212122,7430521
1630679212162,7432033
1630679212202,7433806
1630679212242,7434536
1630679212282,7435162
1630679212322,7436987
1630679212362,7437978
1630679212402,7438500
1630679212442,7439073
1630679212482,7440116
1630679212522,7441785
1630679212562,7442150
1630679212602,7443349
1630679212642,7443715
1630679212682,7445331
1630679212722,7445957
1630679212762,7445540
1630679212802,7446322
1630679212842,7446531
1630679212882,7446113
1630679212922,7445800
1630679212962,7445644
1630679213002,7445123
1630679213042,7444705
1630679213082,7444549
1630679213122,7443610
1630679213162,7442880
1630679213202,7442150
1630679213242,7442411
1630679213282,7441420
1630679213322,7441003
1630679213362,7440638
1630679213402,7440221
1630679213442,7439751
1630679213482,7438865
1630679213522,7439386
1630679213562,7438447
1630679213602,7436935
1630679213642,7436883
1630679213682,7436622
1630679213722,7435423
1630679213762,7434954
1630679213802,7434588
1630679213842,7434119
1630679213882,7434484
1630679213922,7433233
1630679213962,7433858
1630679214002,7433337
1630679214042,7433233
1630679214082,7431720
1630679214122,7431720
1630679214162,7431720
1630679214202,7430834
1630679214242,7429374
1630679214282,7428800
1630679214322,7428435
1630679214362,7428122
1630679214402,7428070
1630679214442,7427340
1630679214482,7426923
1630679214522,7426714
1630679214562,7426558
1630679214602,7425827
1630679214642,7425410
1630679214682,7425410
1630679214722,7424732
1630679214762,7424836
1630679214802,7424784
1630679214842,7424211
1630679214882,7423846
1630679214922,7423272
1630679214962,7423011
1630679215002,7422385
1630679215042,7422229
1630679215082,7422177
1630679215122,7422229
1630679215162,7422699
1630679215202,7423376
1630679215242,7423898
1630679215282,7423793
1630679215322,7423428
1630679215362,7422490
1630679215402,7419152
1630679215442,7416232
1630679215482,7414876
1630679215522,7411904
1630679215562,7409661
1630679215602,7407627
1630679215642,7406480
1630679215682,7405959
1630679215722,7406480
1630679215762,7408096
1630679215802,7410183
1630679215842,7411330
1630679215882,7412425
1630679215922,7413729
1630679215962,7414355
1630679216002,7415137
1630679216042,7415658
1630679216082,7417483
1630679216122,7418631
1630679216162,7419934
1630679216202,7420560
1630679216242,7421708
1630679216282,7421968
1630679216322,7423168
1630679216362,7423168
1630679216402,7423585
1630679216442,7422646
1630679216482,7422594
1630679216522,7421864
1630679216562,7419987
1630679216602,7418683
1630679216642,7416858
1630679216682,7415345
1630679216722,7413677
1630679216762,7412634
1630679216802,7411330
1630679216842,7410130
1630679216882,7409765
1630679216922,7408931
1630679216962,7409140
1630679217002,7407784
1630679217042,7407053
1630679217082,7406688
1630679217122,7406480
1630679217162,7406271
1630679217202,7405489
1630679217242,7405020
1630679217282,7404811
1630679217322,7404968
1630679217362,7404394
1630679217402,7404237
1630679217442,7403716
1630679217482,7403247
1630679217522,7402777
1630679217562,7401578
1630679217602,7401421
1630679217642,7401265
1630679217682,7401369
1630679217722,7399857
1630679217762,7399075
1630679217802,7398397
1630679217842,7398292
1630679217882,7397093
1630679217922,7396780
1630679217962,7396884
1630679218002,7396572
1630679218042,7396415
1630679218082,7395007
1630679218122,7394955
1630679218162,7395111
1630679218202,7394329
1630679218242,7394694
1630679218282,7394590
1630679218322,7394173
1630679218362,7394694
1630679218402,7394694
1630679218442,7393912
1630679218482,7393390
1630679218522,7393078
1630679218562,7393390
1630679218602,7393547
1630679218642,7394068
1630679218682,7395007
1630679218722,7395581
1630679218762,7396676
1630679218802,7397302
1630679218842,7398553
1630679218882,7399596
1630679218922,7400692
1630679218962,7401056
1630679219002,7402308
1630679219042,7403768
1630679219082,7404811
1630679219122,7406428
1630679219162,7407314
1630679219202,7407210
1630679219242,7409244
1630679219282,7409870
1630679219322,7410912
1630679219362,7411330
1630679219402,7412634
1630679219442,7413364
1630679219482,7415241
1630679219522,7414980
1630679219562,7415397
1630679219602,7416128
1630679219642,7415502
1630679219682,7414980
1630679219722,7413989
1630679219762,7413155
1630679219802,7412112
1630679219842,7411747
1630679219882,7410496
1630679219922,7410496
1630679219962,7409400
1630679220002,7408410
1630679220042,7407732
1630679220082,7406688
1630679220122,7406845
1630679220162,7406271
1630679220202,7405489
1630679220242,7405489
1630679220282,7404916
1630679220322,7405594
1630679220362,7405333
1630679220402,7405959
1630679220442,7405437
1630679220482,7405385
1630679220522,7404759
1630679220562,7402569
1630679220602,7403247
1630679220642,7402412
1630679220682,7401526
1630679220722,7401004
1630679220762,7401161
1630679220802,7400692
1630679220842,7401578
1630679220882,7401369
1630679220922,7402517
1630679220962,7403560
1630679221002,7405228
1630679221042,7406011
1630679221082,7407158
1630679221122,7408305
1630679221162,7409870
1630679221202,7411538
1630679221242,7412529
1630679221282,7413781
1630679221322,7415189
1630679221362,7416545
1630679221402,7418161
1630679221442,7419830
1630679221482,7420143
1630679221522,7421395
1630679221562,7423011
1630679221602,7423846
1630679221642,7425045
1630679221682,7425879
1630679221722,7425827
1630679221762,7426140
1630679221802,7426766
1630679221842,7425515
1630679221882,7425358
1630679221922,7425306
1630679221962,7424211
1630679222002,7422959
1630679222042,7423220
1630679222082,7422020
1630679222122,7421864
1630679222162,7419934
1630679222202,7419309
1630679222242,7418631
1630679222282,7417483
1630679222322,7416284
1630679222362,7415919
1630679222402,7414459
1630679222442,7413416
1630679222482,7412947
1630679222522,7411747
1630679222562,7410078
1630679222602,7409504
1630679222642,7407992
1630679222682,7407210
1630679222722,7406376
1630679222762,7404863
1630679222802,7403872
1630679222842,7402986
1630679222882,7401161
1630679222922,7400743
1630679222962,7399961
1630679223002,7399231
1630679223042,7398501
1630679223082,7397667
1630679223122,7397093
1630679223162,7396728
1630679223202,7395894
1630679223242,7395216
1630679223282,7394016
1630679223322,7394016
1630679223362,7394329
1630679223402,7394225
1630679223442,7394016
1630679223482,7394381
1630679223522,7394173
1630679223562,7395424
1630679223602,7396363
1630679223642,7397197
1630679223682,7398605
1630679223722,7399909
1630679223762,7401109
1630679223802,7401265
1630679223842,7402725
1630679223882,7404707
1630679223922,7405802
1630679223962,7406584
1630679224002,7407732
1630679224042,7408722
1630679224082,7410026
1630679224122,7410652
1630679224162,7411382
1630679224202,7412738
1630679224242,7413468
1630679224282,7414250
1630679224322,7415502
1630679224362,7416388
1630679224402,7417223
1630679224442,7419100
1630679224482,7418370
1630679224522,7418109
1630679224562,7418631
1630679224602,7417692
1630679224642,7416649
1630679224682,7416284
1630679224722,7415867
1630679224762,7415397
1630679224802,7414302
1630679224842,7413103
1630679224882,7412321
1630679224922,7411904
1630679224962,7410912
1630679225002,7409870
1630679225042,7409087
1630679225082,7408253
1630679225122,7407992
1630679225162,7407314
1630679225202,7406167
1630679225242,7405176
1630679225282,7404342
1630679225322,7404342
1630679225362,7403664
1630679225402,7403194
1630679225442,7402934
1630679225482,7402725
1630679225522,7401943
1630679225562,7401474
1630679225602,7401735
1630679225642,7400848
1630679225682,7400639
1630679225722,7399961
1630679225762,7400483
1630679225802,7399648
1630679225842,7399231
1630679225882,7399388
1630679225922,7398397
1630679225962,7399127
1630679226002,7399023
1630679226042,7398240
1630679226082,7398397
1630679226122,7397719
1630679226162,7398345
1630679226202,7398240
1630679226242,7398032
1630679226282,7397667
1630679226322,7398605
1630679226362,7397875
1630679226402,7398658
1630679226442,7398240
1630679226482,7399284
1630679226522,7399700
1630679226562,7400743
1630679226602,7401474
1630679226642,7401839
1630679226682,7403143
1630679226722,7404133
1630679226762,7405072
1630679226802,7406584
1630679226842,7407314
1630679226882,7407836
1630679226922,7408722
1630679226962,7409713
1630679227002,7410183
1630679227042,7411591
1630679227082,7413103
1630679227122,7413677
1630679227162,7413885
1630679227202,7414667
1630679227242,7414720
1630679227282,7415919
1630679227322,7415971
1630679227362,7416753
1630679227402,7416962
1630679227442,7416440
1630679227482,7415345
1630679227522,7415085
1630679227562,7414511
1630679227602,7414615
1630679227642,7413364
1630679227682,7413781
1630679227722,7412477
1630679227762,7411121
1630679227802,7411121
1630679227842,7410548
1630679227882,7409870
1630679227922,7409713
1630679227962,7408514
1630679228002,7406011
1630679228042,7404290
1630679228082,7404290
1630679228122,7403403
1630679228162,7401682
1630679228202,7400222
1630679228242,7398866
1630679228282,7397875
1630679228322,7397145
1630679228362,7395998
1630679228402,7396259
1630679228442,7395424
1630679228482,7395111
1630679228522,7394173
1630679228562,7394173
1630679228602,7394173
1630679228642,7393599
1630679228682,7393338
1630679228722,7393338
1630679228762,7393130
1630679228802,7393078
1630679228842,7392817
1630679228882,7392504
1630679228922,7394068
1630679228962,7394068
1630679229002,7395581
1630679229042,7396832
1630679229082,7397927
1630679229122,7399440
1630679229162,7400222
1630679229202,7401265
1630679229242,7402934
1630679229282,7404029
1630679229322,7404916
1630679229362,7404916
1630679229402,7407053
1630679229442,7408253
1630679229482,7409296
1630679229522,7411486
1630679229562,7412008
1630679229602,7413051
1630679229642,7413520
1630679229682,7414928
1630679229722,7414511
1630679229762,7414980
1630679229802,7416232
1630679229842,7415345
1630679229882,7415502
1630679229922,7414511
1630679229962,7414824
1630679230002,7414667
1630679230042,7413364
1630679230082,7412634
1630679230122,7410965
1630679230162,7410600
1630679230202,7409818
1630679230242,7408410
1630679230282,7407367
1630679230322,7406897
1630679230362,7405541
1630679230402,7405228
1630679230442,7404133
1630679230482,7402986
1630679230522,7401943
1630679230562,7401004
1630679230602,7400692
1630679230642,7399544
1630679230682,7399231
1630679230722,7398345
1630679230762,7397823
1630679230802,7398292
1630679230842,7397249
1630679230882,7397145
1630679230922,7396415
1630679230962,7396050
1630679231002,7396311
1630679231042,7395111
1630679231082,7395424
1630679231122,7394955
1630679231162,7394903
1630679231202,7394903
1630679231242,7394694
1630679231282,7394590
1630679231322,7394955
1630679231362,7394538
1630679231402,7394590
1630679231442,7395581
1630679231482,7395581
1630679231522,7397615
1630679231562,7397562
1630679231602,7398866
1630679231642,7399700
1630679231682,7400639
1630679231722,7401943
1630679231762,7402151
1630679231802,7403508
1630679231842,7404342
1630679231882,7404185
1630679231922,7405228
1630679231962,7405645
1630679232002,7406011
1630679232042,7407262
1630679232082,7407888
1630679232122,7409557
1630679232162,7409818
1630679232202,7410496
1630679232242,7410912
1630679232282,7410912
1630679232322,7411486
1630679232362,7411486
1630679232402,7411434
1630679232442,7410652
1630679232482,7409818
1630679232522,7409192
1630679232562,7407784
1630679232602,7407992
1630679232642,7406428
1630679232682,7405802
1630679232722,7405385
1630679232762,7404394
1630679232802,7403560
1630679232842,7402934
1630679232882,7402256
1630679232922,7401735
1630679232962,7401265
1630679233002,7400013
1630679233042,7399805
1630679233082,7399492
1630679233122,7398658
1630679233162,7398397
1630679233202,7397771
1630679233242,7397041
1630679233282,7396832
1630679233322,7396154
1630679233362,7396519
1630679233402,7396102
1630679233442,7395946
1630679233482,7395320
1630679233522,7395268
1630679233562,7395007
1630679233602,7394381
1630679233642,7394486
1630679233682,7394642
1630679233722,7393964
1630679233762,7394173
1630679233802,7394173
1630679233842,7394068
1630679233882,7393286
1630679233922,7393756
1630679233962,7393808
1630679234002,7394746
1630679234042,7394694
1630679234082,7395946
1630679234122,7396572
1630679234162,7396832
1630679234202,7398084
1630679234242,7399284
1630679234282,7399388
1630679234322,7400326
1630679234362,7401839
1630679234402,7402777
1630679234442,7403194
1630679234482,7403768
1630679234522,7404394
1630679234562,7404968
1630679234602,7405959
1630679234642,7406584
1630679234682,7406741
1630679234722,7407627
1630679234762,7408149
1630679234802,7408461
1630679234842,7409035
1630679234882,7409504
1630679234922,7409870
1630679234962,7409974
1630679235002,7409870
1630679235042,7409713
1630679235082,7409818
1630679235122,7409609
1630679235162,7409765
1630679235202,7408670
1630679235242,7408931
1630679235282,7408305
1630679235322,7408305
1630679235362,7407679
1630679235402,7407106
1630679235442,7406949
1630679235482,7405959
1630679235522,7405906
1630679235562,7405176
1630679235602,7404551
1630679235642,7403872
1630679235682,7402986
1630679235722,7402360
1630679235762,7401839
1630679235802,7400796
1630679235842,7399857
1630679235882,7399596
1630679235922,7398032
1630679235962,7396937
1630679236002,7396937
1630679236042,7396572
1630679236082,7396102
1630679236122,7395685
1630679236162,7394799
1630679236202,7394799
1630679236242,7394799
1630679236282,7394173
1630679236322,7393756
1630679236362,7393182
1630679236402,7392817
1630679236442,7392817
1630679236482,7392660
1630679236522,7392035
1630679236562,7392817
1630679236602,7393025
1630679236642,7394173
1630679236682,7394225
1630679236722,7395007
1630679236762,7395789
1630679236802,7396363
1630679236842,7397510
1630679236882,7398292
1630679236922,7399127
1630679236962,7399596
1630679237002,7400900
1630679237042,7401056
1630679237082,7402100
1630679237122,7403038
1630679237162,7403090
1630679237202,7403455
1630679237242,7404133
1630679237282,7404759
1630679237322,7405072
1630679237362,7406897
1630679237402,7407367
1630679237442,7407471
1630679237482,7408149
1630679237522,7408983
1630679237562,7409504
1630679237602,7409348
1630679237642,7410548
1630679237682,7409713
1630679237722,7409296
1630679237762,7408566
1630679237802,7407314
1630679237842,7407053
1630679237882,7406584
1630679237922,7405020
1630679237962,7403872
1630679238002,7403768
1630679238042,7402725
1630679238082,7401735
1630679238122,7400848
1630679238162,7400587
1630679238202,7399127
1630679238242,7398658
1630679238282,7397980
1630679238322,7397927
1630679238362,7396832
1630679238402,7396467
1630679238442,7396415
1630679238482,7396050
1630679238522,7395059
1630679238562,7394590
1630679238602,7394068
1630679238642,7394225
1630679238682,7394016
1630679238722,7393651
1630679238762,7393495
1630679238802,7392452
1630679238842,7392452
1630679238882,7392504
1630679238922,7392243
1630679238962,7391826
1630679239002,7391513
1630679239042,7391722
1630679239082,7391774
1630679239122,7390939
1630679239162,7391252
1630679239202,7392400
1630679239242,7392452
1630679239282,7393599
1630679239322,7394121
1630679239362,7395111
1630679239402,7396311
1630679239442,7396624
1630679239482,7397719
1630679239522,7398658
1630679239562,7399023
1630679239602,7399700
1630679239642,7400274
1630679239682,7401474
1630679239722,7402308
1630679239762,7403194
1630679239802,7403508
1630679239842,7404290
1630679239882,7405802
1630679239922,7406011
1630679239962,7406741
1630679240002,7406845
1630679240042,7406897
1630679240082,7407992
1630679240122,7408305
1630679240162,7408410
1630679240202,7408827
1630679240242,7407627
1630679240282,7408045
1630679240322,7408201
1630679240362,7406949
1630679240402,7406897
1630679240442,7406324
1630679240482,7406011
1630679240522,7405333
1630679240562,7404498
1630679240602,7404811
1630679240642,7403768
1630679240682,7403508
1630679240722,7402882
1630679240762,7401630
1630679240802,7401161
1630679240842,7399700
1630679240882,7399388
1630679240922,7398397
1630679240962,7396989
1630679241002,7396363
1630679241042,7395476
1630679241082,7394694
1630679241122,7394225
1630679241162,7393703
1630679241202,7392921
1630679241242,7391878
1630679241282,7391878
1630679241322,7392295
1630679241362,7392139
1630679241402,7391200
1630679241442,7391826
1630679241482,7391096
1630679241522,7391670
1630679241562,7389792
1630679241602,7390522
1630679241642,7390887
1630679241682,7390627
1630679241722,7390679
1630679241762,7390627
1630679241802,7390731
1630679241842,7390992
1630679241882,7392713
1630679241922,7393234
1630679241962,7394068
1630679242002,7394433
1630679242042,7396050
1630679242082,7396467
1630679242122,7397041
1630679242162,7398136
1630679242202,7399648
1630679242242,7399596
1630679242282,7400535
1630679242322,7400118
1630679242362,7401265
1630679242402,7401891
1630679242442,7402151
1630679242482,7402882
1630679242522,7404602
1630679242562,7404342
1630679242602,7405437
1630679242642,7406584
1630679242682,7407262
1630679242722,7407471
1630679242762,7407471
1630679242802,7407262
1630679242842,7408618
1630679242882,7407419
1630679242922,7407627
1630679242962,7406741
1630679243002,7406636
1630679243042,7406741
1630679243082,7405802
1630679243122,7405437
1630679243162,7405228
1630679243202,7404342
1630679243242,7404498
1630679243282,7403560
1630679243322,7403768
1630679243362,7403768
1630679243402,7402777
1630679243442,7402569
1630679243482,7402673
1630679243522,7402464
1630679243562,7401474
1630679243602,7401943
1630679243642,7401735
1630679243682,7401004
1630679243722,7401213
1630679243762,7400743
1630679243802,7400170
1630679243842,7398970
1630679243882,7398814
1630679243922,7398292
1630679243962,7398292
1630679244002,7397145
1630679244042,7396363
1630679244082,7396832
1630679244122,7395841
1630679244162,7395841
1630679244202,7394903
1630679244242,7394642
1630679244282,7393234
1630679244322,7393860
1630679244362,7392869
1630679244402,7393338
1630679244442,7392660
1630679244482,7392035
1630679244522,7392660
1630679244562,7392348
1630679244602,7391305
1630679244642,7391722
1630679244682,7391200
1630679244722,7390939
1630679244762,7391044
1630679244802,7391617
1630679244842,7392869
1630679244882,7392973
1630679244922,7394225
1630679244962,7394433
1630679245002,7395633
1630679245042,7396311
1630679245082,7397562
1630679245122,7397927
1630679245162,7398918
1630679245202,7399805
1630679245242,7399961
1630679245282,7400848
1630679245322,7401891
1630679245362,7402204
1630679245402,7402621
1630679245442,7402986
1630679245482,7404133
1630679245522,7404446
1630679245562,7405020
1630679245602,7405802
1630679245642,7406376
1630679245682,7407419
1630679245722,7407419
1630679245762,7408201
1630679245802,7408149
1630679245842,7408357
1630679245882,7408045
1630679245922,7406949
1630679245962,7406532
1630679246002,7406376
1630679246042,7405489
1630679246082,7405594
1630679246122,7404707
1630679246162,7404759
1630679246202,7403612
1630679246242,7403977
1630679246282,7403403
1630679246322,7403038
1630679246362,7402464
1630679246402,7401786
1630679246442,7401943
1630679246482,7401578
1630679246522,7401161
1630679246562,7400378
1630679246602,7401317
